TreeDiam,TreeHeight,TotalNodes,TotalLeaves,maxNodePerLevel,meanNodePerLevel,stdNodePerLevel,ShortBranch,meanBranch,stdBranch,maxFeatureFreq,minFeatureFreq,meanFeatureFreq,stdFeatureFreq,NaNsPerLine,nr_inst,nr_attr,inst_to_attr,nr_cat,nr_num,cat_to_num,nr_class_mean,nr_class_std,cor_mean,cor_std,cov_mean,cov_std,kurtosis_mean,kurtosis_std,mad_mean,mad_std,max_mean,max_std,mean_mean,mean_std,median_mean,median_std,min_mean,min_std,std_mean,std_std,skew_mean,skew_std,var_mean,var_std,ntrees_eco,max_depth_eco,cols_per_tree_eco
39.67977528089887,21.331460674157302,13694.247191011236,6847.623595505618,1231.7191011235955,349.9071792564932,419.4812287391387,4.140449438202247,12.127741970057766,2.8306367218278696,1055.123595505618,166.9438202247191,499.5187772167227,298.44041443502545,0.028224285979123093,18392.75842696629,49.056179775280896,1243.4173154410425,3.792134831460674,45.264044943820224,0.29239568269448346,153.2957222658431,89.24709057627662,0.2520836103192067,0.21428235095655906,648992298707.9045,5291982456025.039,234.5560017243847,639.1416132760367,1245770.7661576387,1928846.4957513055,37345882.93296372,119405956.43475012,2338745.6213064366,2791053.886641122,1751045.1667232069,1852511.7084230813,569466.7913277365,624098.7580362958,3412786.686084966,6314974.087331778,2.594471379017692,5.735589623346099,3088065353492217.5,5900492549197033.0,68.25842696629213,7.382022471910112,0.7960674157303371
