TreeDiam,TreeHeight,TotalNodes,TotalLeaves,maxNodePerLevel,meanNodePerLevel,stdNodePerLevel,ShortBranch,meanBranch,stdBranch,maxFeatureFreq,minFeatureFreq,meanFeatureFreq,stdFeatureFreq,NaNsPerLine,nr_inst,nr_attr,inst_to_attr,nr_cat,nr_num,cat_to_num,nr_class_mean,nr_class_std,cor_mean,cor_std,cov_mean,cov_std,kurtosis_mean,kurtosis_std,mad_mean,mad_std,max_mean,max_std,mean_mean,mean_std,median_mean,median_std,min_mean,min_std,std_mean,std_std,skew_mean,skew_std,var_mean,var_std,alpha_best,lambda_best
23.56703951203132,13.315265403649722,33586.36388612339,16793.181943061696,2739.775187646265,753.2501717563741,938.753416317079,1.6731322566601001,5.822129587307121,1.7557315509506646,2832.06429002414,638.9817262985816,1377.9005194728402,891.5744367630048,0.12244053755919677,35137.29886002339,66.18811738143465,3612.9373434794925,7.826981072219455,66.24396742122397,0.6571213416064006,893.0606364024013,521.08864200773,0.14947924963978224,0.0845956984885495,5701057146524.619,42950158098289.76,1008.0822115832673,2316.930544214316,13498490.977874571,14501421.749849265,260714376.9827217,777987392.3083035,28680608.04455161,28818689.645032454,22491485.947793327,22506060.525535468,7433500.96677853,7445245.389443568,34930133.25102217,42820330.72475069,4.933379302294949,10.545683356702991,3.2340496828047376e+16,4.142026493531204e+16,0.44311622013037033,443.721379223711
