TreeDiam,TreeHeight,TotalNodes,TotalLeaves,maxNodePerLevel,meanNodePerLevel,stdNodePerLevel,ShortBranch,meanBranch,stdBranch,maxFeatureFreq,minFeatureFreq,meanFeatureFreq,stdFeatureFreq,NaNsPerLine,nr_inst,nr_attr,inst_to_attr,nr_cat,nr_num,cat_to_num,nr_class_mean,nr_class_std,cor_mean,cor_std,cov_mean,cov_std,kurtosis_mean,kurtosis_std,mad_mean,mad_std,max_mean,max_std,mean_mean,mean_std,median_mean,median_std,min_mean,min_std,std_mean,std_std,skew_mean,skew_std,var_mean,var_std,ntrees_eco,max_depth_eco
23.56436933841046,13.30970061702451,33586.28170000242,16793.14085000121,2739.843048641237,753.1147866658986,938.7220581232639,1.6731322566601001,5.81933735351404,1.7542546984693255,2832.0904609673744,639.0106853830938,1377.8907451231942,891.6324932027189,0.12244053755919677,35137.29886002339,66.18811738143465,3612.9373434794925,7.826981072219455,66.24396742122397,0.6571213416064006,893.0606364024013,521.08864200773,0.14947924963978224,0.0845956984885495,5701057146524.619,42950158098289.76,1008.0822115832673,2316.930544214316,13498490.977874571,14501421.749849265,260714376.9827217,777987392.3083035,28680608.04455161,28818689.645032454,22491485.947793327,22506060.525535468,7433500.96677853,7445245.389443568,34930133.25102217,42820330.72475069,4.933379302294949,10.545683356702991,3.2340496828047376e+16,4.142026493531204e+16,119.71812203560225,6.727645954199965
